"id","titulo","descripcion","area","tipo_tarea","avisar_cliente","reporte_interno","estado","cliente","fecha_programacion","hora_programacion","alerta_retraso_enviada","dias_programacion","fecha_limite","tiempo_estimado","tiempo_real","recursos","notas","reporte","modalidad","factura","motivo_no_factura","creado_por","creado_en","actualizado_en","realizado_en","enviada_en","programado_en","reporte_archivo","seguimiento_fecha","seguimiento_historial","solicitud_admin","solicitud_comercial","admin_tarea_id","comercial_tarea_id","cotizacion_docx","incluye_prog"
"mrdn4nhvgxu1sc4ace","Conexion Remota",,"it","evento","1","0","archivado","BEISBOL DE COLOMBIA S.A. S","2026-07-09","07:00","0","1","0000-00-00",,,,,NULL,"remoto",,"Contrato",NULL,"2026-07-09 10:07:21","2026-07-16 12:01:40","2026-07-09 12:28:12",NULL,"2026-07-09 10:07:21",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrdulkbqre6bfm9kxq","Visita contrato",,"it","evento","1","0","archivado","FUNDACION DELIRIO","0000-00-00","13:35","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Contrato",NULL,"2026-07-09 13:36:40","2026-07-16 08:30:19","2026-07-09 16:40:09",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mre87z0ceyac9rj45j8","arreglar camara malas",,"comercial","evento","0","0","por-cotizar","BEISBOL DE COLOMBIA S.A. S","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-09 19:57:47","2026-07-09 19:57:47",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mre88ecpw9tg3egnid","mtmto camaras + MO if x horas",,"comercial","evento","0","0","enviada","COMPAÑIA GENERAL DE ACEROS S A","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-09 19:58:07","2026-08-07 12:50:57",NULL,"2026-08-07 12:50:57",NULL,NULL,"2026-08-12","[]",,,NULL,NULL,NULL,"0"
"mrezrxprpnw7iel53e","Instalación camaras",,"if","evento","1","0","realizado","CONJUNTO RESIDENCIAL PORTAL DE LA ALAMEDA DOS - PROPIEDAD HORIZONTAL","2026-07-10","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-10 08:49:11","2026-07-22 14:48:58","2026-07-22 14:48:58",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrf20lsfbqcekamc4ma","Contrato diario",,"it","contrato","1","0","archivado","BEISBOL DE COLOMBIA S.A. S","2026-07-10","09:50","0","1","0000-00-00",,,,,NULL,"remoto",,"Contrato",NULL,"2026-07-10 09:51:52","2026-07-16 12:01:34","2026-07-10 12:22:15",NULL,"2026-07-10 09:51:52",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrf5mzrhnjje3otnggn","Desbloqueo de equipo",,"it","evento","1","0","realizado","CONJUNTO RESIDENCIAL PORTAL DE LA ALAMEDA DOS - PROPIEDAD HORIZONTAL","2026-07-10","11:30","0","1","0000-00-00",,,,,NULL,"remoto",,NULL,NULL,"2026-07-10 11:33:17","2026-07-10 12:27:02","2026-07-10 12:27:02",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrf9z0w1gfdi078w15","Visita de contrato",,"it","contrato","1","0","archivado","IGT   SAS","2026-07-10","13:30","0","1","0000-00-00",,,,,NULL,NULL,,"Contrato",NULL,"2026-07-10 13:34:37","2026-07-16 12:01:17","2026-07-10 17:26:06",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrgi0xxi1apf862v608","cotizar portatil",,"comercial","evento","0","0","enviada","Claudia Linares","2026-07-14","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-11 10:07:47","2026-07-14 14:36:03",NULL,"2026-07-14 14:36:03",NULL,NULL,"2026-07-17","[]",,,NULL,NULL,NULL,"0"
"mrhx3c11s7215vjs2ja","Repite mismas cámaras por fuera + mover una camara","Y el reporte que hice de la cámara entrada 2 sigue igual, no se ve la calle 2 . Se observa es la salida y entrada del
Condominio sol de la Arboleda y sol de la llanura.","if","evento","1","0","archivado","CONDOMINIO SOL DE LA ARBOLEDA","2026-07-14","08:00","0","1","0000-00-00",,,,,NULL,NULL,,"Garantía",NULL,"2026-07-12 09:57:21","2026-07-23 16:04:26","2026-07-14 11:28:33",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrhxec4tq0eouqidl1k","Edif Alameda - eléctrico apto 202",,"if","evento","1","0","archivado","GRUPO INNOVATE S.A.S","2026-07-14","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Otros",NULL,"2026-07-12 10:05:55","2026-07-23 16:04:33","2026-07-14 10:27:23",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrkricfuftewfeutpu","Visita contrato",,"it","evento","1","0","archivado","DISPROQUIN S A S","2026-07-14","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Contrato",NULL,"2026-07-14 09:44:22","2026-07-16 12:01:03","2026-07-14 13:57:42",NULL,NULL,"Dis_14072026.xlsx.pdf",NULL,"[]",,,NULL,NULL,NULL,"0"
"mrkwn5qsm52kzawy13","CTINN1997 coti desmontar camaras",,"if","evento","1","0","archivado","COMPAÑIA GENERAL DE ACEROS S A","2026-07-16","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio","FE1825",NULL,NULL,"2026-07-14 12:08:27","2026-07-23 16:03:31","2026-07-16 13:28:27",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrkxej4c4sfi4gmuuvg","Cámaras sin visual Ambas porterias",,"if","evento","1","1","realizado","""CONJUNTO GRANATE V,I,S,""- PROPIEDAD HORIZONTAL","2026-07-14","12:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-14 12:29:23","2026-07-16 17:14:37","2026-07-14 13:58:40",NULL,"2026-07-16 17:02:18",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrl3ybbbpsrxhmvnfpf","Conexion Remota - si accesos access control",,"it","evento","1","0","archivado","FUNDACION DELIRIO","2026-07-14","15:20","0","1","0000-00-00",,,,,NULL,"remoto",,"Contrato",NULL,"2026-07-14 15:32:43","2026-07-16 12:00:47","2026-07-14 15:59:47",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrl507tm497sul7gl5f","Contrato",,"it","contrato","1","0","archivado","BEISBOL DE COLOMBIA S.A. S","2026-07-14","16:00","0","1","0000-00-00",,,,,NULL,"remoto",,"Contrato",NULL,"2026-07-14 16:02:11","2026-07-16 12:00:36","2026-07-14 17:13:04",NULL,"2026-07-14 16:02:11",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrm2ymgkh4a0znkyhz6","Soporte virtual",,"it","contrato","1","0","archivado","BEISBOL DE COLOMBIA S.A. S","2026-07-15","07:55","0","1","0000-00-00",,,,,NULL,"remoto",,"Contrato",NULL,"2026-07-15 07:52:43","2026-07-16 12:00:22","2026-07-15 16:23:02",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrmkl5asbvp4ympk8w","Soporte Virtual",,"it","evento","0","0","realizado","GRUPO CARDONA DEL VALLE S.A.S.","2026-07-15","13:10","0","1","0000-00-00",,,,,NULL,"remoto",,NULL,NULL,"2026-07-15 16:06:08","2026-07-15 16:11:16","2026-07-15 16:11:16",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrmluyt84tjcrla5um","Reunion proveedor Meddio commerce - Remota","Bloqueos de redes sociales","it","evento","0","0","archivado","DISPROQUIN S A S","2026-07-15","16:10","0","1","0000-00-00",,,,,NULL,"remoto",,"Contrato",NULL,"2026-07-15 16:41:46","2026-07-16 12:00:13","2026-07-15 16:49:37",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrnhqrain3d8ylve0bg","Visita contrato -Remoto",,"it","contrato","1","0","archivado","BEISBOL DE COLOMBIA S.A. S","2026-07-16","07:30","0","1","0000-00-00",,,,,NULL,NULL,,"Contrato",NULL,"2026-07-16 07:34:17","2026-07-16 12:25:41","2026-07-16 12:20:53",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrnqw6d5g06wbkckhol","propuesta auto acceso vehicular",,"comercial","evento","0","0","por-cotizar","CONDOMINIO CAMPESTRE VERDEHORIZONTE","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-16 11:50:25","2026-07-16 11:50:25",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrnuns713zgx7mm4ivc","Visita contrato",,"it","evento","1","0","realizado","FUNDACION DELIRIO","2026-07-16","13:34","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-16 13:35:53","2026-07-23 14:09:24","2026-07-23 14:09:24",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrnybiflgz4t6a2efuk","Revisión luminarias","Reporte de luminarias fuera de servicio","if","evento","1","0","realizado","PARCELACION CAMPESTRE LAGUNA SECA - PROPIEDAD HORIZONTAL","2026-07-17","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-16 15:18:21","2026-07-17 17:35:47","2026-07-17 17:35:47",NULL,"2026-07-16 18:05:49",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrovs8r855xnse31cg8","Confirmar si tienen cámaras fallando, si es así hacer visita. En cualquier caso hacer reportr",,"if","evento","1","0","archivado","CONDOMINIO SOL DE LA ARBOLEDA","2026-07-17","08:00","0","1","0000-00-00",,,,,NULL,NULL,,"Levantamiento",NULL,"2026-07-17 06:55:07","2026-07-23 16:03:19","2026-07-20 23:12:19",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mroze7y6lx6iiu5yjlm","Visita remota -",,"it","contrato","1","0","solicitud","BEISBOL DE COLOMBIA S.A. S","2026-07-17","07:30","0","1","0000-00-00",,,,,NULL,"remoto",,NULL,NULL,"2026-07-17 08:36:12","2026-07-17 08:36:12",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrp051ayxx48yk6k8k","conexion remota - configuracion de equipos",,"it","evento","1","0","programado","GRUPO CARDONA DEL VALLE S.A.S.","2026-07-17","08:40","1","1","0000-00-00",,,,,NULL,"remoto",,NULL,NULL,"2026-07-17 08:57:02","2026-07-17 09:00:13",NULL,NULL,"2026-07-17 08:57:02",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mruq7c9di5thtgeni3","Revisión camaras",,"if","evento","1","0","archivado","CONDOMINIO SOL DE LA ARBOLEDA","2026-07-21","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Otros",NULL,"2026-07-21 09:05:33","2026-07-23 12:12:31","2026-07-21 13:15:24",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrv106746p51b9dxkxt","MANTENIMIENTO DE CONTRATO",,"if","contrato","1","0","realizado","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","2026-07-21","02:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-21 14:07:52","2026-07-21 16:18:27","2026-07-21 16:18:27",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrv4bqkktkq9bpxlx6r","Cambio reflectores",,"if","evento","1","0","realizado","PARCELACION CAMPESTRE LAGUNA SECA - PROPIEDAD HORIZONTAL","2026-07-21","15:40","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-21 15:40:58","2026-07-21 18:20:46","2026-07-21 18:20:46",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrv72dez6qrq7wlq367","Visita de Contrato","Mantenimiento preventivo","if","contrato","0","0","archivado","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","2026-06-26","09:00","0","1","0000-00-00",,,,,NULL,"en_sitio","FE1816",NULL,NULL,"2026-07-21 16:57:32","2026-07-23 12:19:28","2026-07-21 17:03:37",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrwgfg7wpzya69pr91","Instalación camaras. Proyecto",,"if","evento","1","0","realizado","CONJUNTO RESIDENCIAL PLAZUELA DE CAÑAS GORDAS I ETAPA - PROPIEDAD HORIZONTAL","2026-07-22","13:30","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-22 14:07:27","2026-07-22 17:52:25","2026-07-22 17:52:25",NULL,"2026-07-22 16:15:35",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrwipxxdgbcv26mw82e","Cotizar portatil para Calidad","Marca: DELL
procesador: Core i5
Memoria ram: 12 GB
Disco duro: SSD 500 GB.","comercial","evento","0","0","enviada","BEISBOL DE COLOMBIA S.A. S","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-22 15:11:35","2026-08-07 12:50:47",NULL,"2026-08-07 12:50:47",NULL,NULL,"2026-08-12","[]",,,NULL,NULL,NULL,"0"
"mrxl1eaaag4916wj4pn","Proyecto camaras",,"if","evento","1","0","realizado","CONJUNTO RESIDENCIAL PLAZUELA DE CAÑAS GORDAS I ETAPA - PROPIEDAD HORIZONTAL","2026-07-23","09:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-23 09:04:15","2026-07-23 14:04:01","2026-07-23 14:04:01",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrxs4ik0zsec6q6hiss","Revisión de camaras","Revisar camaras que estan sin señal, el serviox es por horas","if","evento","0","0","por_reprogramar","COMPAÑIA GENERAL DE ACEROS S A","2026-07-27","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-23 12:22:38","2026-08-03 17:27:35",NULL,NULL,"2026-08-03 17:12:17",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrxzwsi9a20azumisz6","Visita contrato",,"it","evento","1","0","solicitud","FUNDACION DELIRIO","2026-07-23","13:35","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-23 16:00:36","2026-07-23 16:00:36",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrz4b0nve58m4v5ovfk","Proyecto",,"if","evento","0","1","programado","CONJUNTO RESIDENCIAL PLAZUELA DE CAÑAS GORDAS I ETAPA - PROPIEDAD HORIZONTAL","2026-07-24","10:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-24 10:51:24","2026-07-28 17:49:49",NULL,NULL,"2026-07-28 17:49:29",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mrzhv669gkpqcwi4wa","visiat de contrato",,"it","contrato","1","0","realizado","IGT   SAS","2026-07-24","01:35","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-24 17:11:02","2026-07-24 17:15:05","2026-07-24 17:15:05",NULL,"2026-07-24 17:11:02",NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms3ri7ckbcaxndk4x5","Revisión","Revisión de camaras","if","evento","1","0","realizado","CONDOMINIO SOL DE LA ARBOLEDA","2026-07-27","14:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-27 16:51:54","2026-07-27 16:56:14","2026-07-27 16:56:14",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms3sfbspp09b2y64up","Revisión poste camara",,"if","evento","1","0","archivado","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","2026-07-27","17:15","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Contrato",NULL,"2026-07-27 17:17:39","2026-08-01 12:10:36","2026-07-28 17:34:29",NULL,NULL,NULL,NULL,"[]",,"cotizar demoler y volvar a fundir zapata",NULL,"ms58gleks92ribacaq",NULL,"0"
"ms4tfu78hnekcgcdac8","Acta de entrada equipos",,"if","evento","1","0","archivado","CONJUNTO RESIDENCIAL PLAZUELA DE CAÑAS GORDAS I ETAPA - PROPIEDAD HORIZONTAL","2026-07-28","10:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-28 10:33:49","2026-08-18 12:44:49","2026-07-28 11:19:29",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms4togcei59uw2ewdwm","Incidente con servidor CG1",,"it","evento","1","0","realizado","DISPROQUIN S A S","2026-07-28","10:30","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-28 10:40:32","2026-07-28 18:11:34","2026-07-28 18:11:34",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms4wostmqkd0u5wut1h","control sobre lo que van a hacer para conectar monitoreo + adelantar inventario y documentacion entre 8 y 9",,"if","contrato","1","0","archivado","CONDOMINIO CAMPESTRE VERDEHORIZONTE","2026-07-29","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Contrato",NULL,"2026-07-28 12:04:45","2026-08-01 12:10:09","2026-07-29 10:33:14",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms58gleks92ribacaq","COTIZACION OPERATIVO: Revisión poste camara","Solicitud de cotización generada desde la tarjeta ""Revisión poste camara"" (cliente: CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA).

Detalle:
cotizar demoler y volvar a fundir zapata","comercial","evento","1","0","enviada","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-28 17:34:18","2026-08-07 12:50:45",NULL,"2026-08-07 12:50:45",NULL,NULL,"2026-08-12","[]",,,NULL,NULL,NULL,"0"
"ms58s9tz26v97mn3zbfj","visita contrato - 2horas","revisar si akuvos esta funcoinando con codigo qr, codigo numerico y facil, me dice paola que hay una forma que no funciona.","if","contrato","1","0","archivado","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","2026-07-29","10:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-28 17:43:22","2026-08-18 12:47:00","2026-07-29 12:02:10",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms6d6re81vhbah8m69q","Camaras en falla",,"it","evento","1","0","realizado","CONDOMINIO SOL DE LA ARBOLEDA","2026-07-29","12:30","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-29 12:34:24","2026-07-29 15:15:17","2026-07-29 15:15:17",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms7h9ojhs7zygejhqk","Revisión camaras sin visual",,"if","evento","1","0","archivado","CONJUNTO RESIDENCIAL PORTAL DE LA ALAMEDA DOS - PROPIEDAD HORIZONTAL","2026-07-30","07:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Contrato",NULL,"2026-07-30 07:16:26","2026-08-01 12:09:23","2026-07-31 14:28:02",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms7xrjflsh881oza3q","Incidente con Servidor CG1",,"it","evento","0","0","realizado","DISPROQUIN S A S","0000-00-00","15:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-07-30 14:58:12","2026-07-31 07:30:03","2026-07-31 07:30:03",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms8x8anidn64hd0sb8","Incidente con el servidor",,"it","evento","0","0","realizado","DISPROQUIN S A S","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-07-31 07:31:00","2026-08-03 16:58:06","2026-08-03 16:58:06",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"ms9c64fp8p4vwzkd3xq","Cambio de fibra",,"if","evento","1","0","archivado","CONJUNTO RESIDENCIAL PORTAL DE LA ALAMEDA DOS - PROPIEDAD HORIZONTAL","2026-07-31","07:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,"Contrato",NULL,"2026-07-31 14:29:14","2026-08-01 12:08:35","2026-07-31 14:37:17",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"msd9bhhd8s94dcfaqf8","Incidente con servidor","Acceso de usuarios al servidor","it","evento","1","0","realizado","DISPROQUIN S A S","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-08-03 08:20:32","2026-08-03 16:19:42","2026-08-03 16:19:42",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"msddmemmumn4avmw6c","auditoria conexion remota cctv a remix",,"if","contrato","1","0","realizado","CONDOMINIO CAMPESTRE VERDEHORIZONTE","2026-08-04","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-08-03 10:20:56","2026-08-04 13:28:05","2026-08-04 13:28:05",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"msdlivhva0b01sr1i6v","entrega de controles, muestra que si activan la alarma con bateria nueva (ellos tienen la bateria). NO INSTLAAR NUEVAS BATERIAS, ESO LO DEBEN HACER ELLOS. Firmar acta de devolucion de controles + reci",,"if","evento","1","0","realizado","colseguros alarma","2026-08-05","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-08-03 14:02:08","2026-08-05 08:42:59","2026-08-05 08:42:59",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"msgeljr6o20aw3tk4r","Fallos en CG1 de Valentina","Error 035 en procesos de Nomina","it","evento","0","0","realizado","DISPROQUIN S A S","2026-08-05","10:30","0","1","0000-00-00",,,,,NULL,"remoto",,NULL,NULL,"2026-08-05 13:11:32","2026-08-05 13:32:55","2026-08-05 13:32:55",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mshmzikjvqp1qpzdq69","Revisión luminarias",,"if","evento","1","0","realizado","PARCELACION CAMPESTRE LAGUNA SECA - PROPIEDAD HORIZONTAL","2026-08-06","10:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-08-06 09:54:10","2026-08-06 13:00:30","2026-08-06 12:54:37",NULL,NULL,NULL,NULL,"[]",,"Hacer levantamiento plano eléctrico luminarias para idénticas de q subestación están conectadas",NULL,"mshtn5i5va47f1q9ehm",NULL,"0"
"mshtn5i5va47f1q9ehm","COTIZACION OPERATIVO: Revisión luminarias","Solicitud de cotización generada desde la tarjeta ""Revisión luminarias"" (cliente: PARCELACION CAMPESTRE LAGUNA SECA - PROPIEDAD HORIZONTAL).

Detalle:
Hacer levantamiento plano eléctrico luminarias para idénticas de q subestación están conectadas","comercial","evento","1","0","por-cotizar","PARCELACION CAMPESTRE LAGUNA SECA - PROPIEDAD HORIZONTAL","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-08-06 13:00:31","2026-08-06 13:00:31",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"msovdgm8pqf024tec0l","Conección a CG1 Valentina",,"it","evento","1","0","realizado","DISPROQUIN S A S","2026-08-11","08:00","0","1","0000-00-00",,,,,NULL,"remoto",,NULL,NULL,"2026-08-11 11:23:21","2026-08-11 11:27:45","2026-08-11 11:27:45",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"msp0dumhs703teay9rk","Visita de contrato",,"it","evento","1","0","realizado","DISPROQUIN S A S","2026-08-11","13:45","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-08-11 13:43:38","2026-08-11 17:55:32","2026-08-11 17:55:32",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"msqjnk1q9jbua4zj7xd","Backup correo",,"it","evento","1","0","realizado","DISPROQUIN S A S","2026-08-12","14:30","0","1","0000-00-00",,,,,NULL,"remoto",,NULL,NULL,"2026-08-12 15:30:47","2026-08-12 19:32:54","2026-08-12 19:32:54",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mss3dwrdy3acxawt5ks","verificar factura de sw poe","el 21 de mayo le escribi a paola que habia un sw poe por cmabiar por valor de $460, ella lo aprobo. Verificar que si se haya instlado y facturado","admin","evento","0","0","pendiente","CONDOMINIO CAMPESTRE VERDEHORIZONTE","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-08-13 17:30:56","2026-08-13 17:30:56",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mss3jpw2t69sfwm5x89","verificar si se factura la ultima visita de Sebas que tuve varios componentes: visita lorena puerta, revision camaras Andres y levantamiento camaras nuevas DAvid",,"admin","evento","0","0","pendiente","BEISBOL DE COLOMBIA S.A. S","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-08-13 17:35:27","2026-08-13 17:35:27",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mssx265a1gokxypt6y2","Visita mtmto","Cámaras montaña no graban, línea en la pantalla, tomar medidas platina poste","if","contrato","1","0","realizado","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","2026-08-14","08:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-08-14 07:21:37","2026-08-14 10:24:30","2026-08-14 10:24:30",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mssx3elwexfw1p8e7aj","4 luminarias malas",,"if","evento","1","0","realizado","PARCELACION CAMPESTRE LAGUNA SECA - PROPIEDAD HORIZONTAL","2026-08-14","13:00","0","1","0000-00-00",,,,,NULL,"en_sitio",,NULL,NULL,"2026-08-14 07:22:34","2026-08-14 17:37:59","2026-08-14 17:37:59",NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
"mst3znnb0265cl3spfj9","COTIZACION SISTEMA CCTV",,"if","evento","1","0","solicitud","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-08-14 10:35:37","2026-08-14 10:35:59",NULL,NULL,NULL,NULL,NULL,"[]",,"Cotizar TV 43"" para CCTV
Cotizar mouse inalámbrico para el Xvr de la Montana
Cotizar una fuente de 12V 5Amp para Xvr de la montana",NULL,"mst3znnb2fkq3arnxdc",NULL,"0"
"mst3znnb2fkq3arnxdc","COTIZACION OPERATIVO: SISTEMA CCTV","Solicitud de cotización generada desde la tarjeta ""SISTEMA CCTV"" (cliente: CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA).

Detalle:
Cotizar TV 43"" para CCTV
Cotizar mouse inalámbrico para el Xvr de la Montana
Cotizar una fuente de 12V 5Amp para Xvr de la montana","comercial","evento","1","0","por-cotizar","CONDOMINIO CAMPESTRE SOLARES DE LA MORADA III Y IV ETAPA","0000-00-00","08:00","0","1","0000-00-00",,,,,NULL,NULL,,NULL,NULL,"2026-08-14 10:35:38","2026-08-14 10:35:38",NULL,NULL,NULL,NULL,NULL,"[]",,,NULL,NULL,NULL,"0"
